FIR No.,FIR Date,Unit Name,PS Name,Crime Head,Occurrence From,Occurrence To,MO - Tools,MO - Entry Point,MO - Entry,MO - Premises,MO - Search,Accused Count,MO - Concealment,MO - Target,Property Lost,Came By,Fled By,Vehicle Category,MO - Vehicle Start,Place Of Theft,Offender Vehicle,Victim Was,Fled Towards,ATM Location Type,MO - ATM,Alarm,Brief Facts
KA-BEN-05/0007/2024,18-Jan-2024 1123 hrs,Bengaluru Urban,KA-BEN-05,Theft - Vehicle,18-Jan-2024 0207 hrs,18-Jan-2024 0839 hrs,Iron Rod / Screwdriver,,,,,Two-Three,None,Pre-Surveyed,Documents / Vehicle,Bike,Bike,,Wire Bypass,Market,,,,,,,"The complainant lodged a complaint at KA-BEN-05 regarding vehicle theft between 18-Jan-2024 0207 hrs and 18-Jan-2024 0839 hrs. It is stated that the accused appear to have watched the place beforehand, took it from a market area, used a crowbar, used a screwdriver, started it by joining the wires, fled on a two-wheeler, took documents and took a vehicle. The complainant noticed the incident on returning and informed the police. The beat constable had passed the area about an hour earlier."
KA-BEL-05/0003/2024,18-Jan-2024 1202 hrs,Belagavi,KA-BEL-05,Burglary - Dwelling,16-Jan-2024 1525 hrs,17-Jan-2024 1527 hrs,Cutting Plier,Door,Forced - grill cut,Row House,Selective Search,Single,None,Pre-Surveyed,Gold Jewellery / Cash,Walking,Walking,,,,,,,,,,"It is alleged that between 16-Jan-2024 1525 hrs and 17-Jan-2024 1527 hrs unknown accused committed house burglary within Belagavi. It is stated that the accused appear to have watched the place beforehand, targeted a row house, fled on foot, acted alone, came on foot, cut the grill, struck while the occupants were out, used a cutter, got in through the door, took gold ornaments, took cash and made no attempt to avoid identification. It had been raining heavily that evening."
KA-KAL-06/0004/2024,18-Jan-2024 1706 hrs,Kalaburagi,KA-KAL-06,Burglary - Dwelling,18-Jan-2024 0126 hrs,18-Jan-2024 1035 hrs,,Window,Forced - grill cut,Apartment,Ransacked,Single,None,Random,Gold Jewellery / Cash,Walking,Bike,,,,,,,,,,"The complainant lodged a complaint at KA-KAL-06 regarding house burglary between 18-Jan-2024 0126 hrs and 18-Jan-2024 1035 hrs. It is stated that the accused took gold ornaments, took cash, got in through a window, struck early in the morning, appear to have picked the target by chance, fled on a two-wheeler, came on foot, acted alone and ransacked the place. The dog squad was summoned to the spot. A spot panchnama was drawn up in the presence of witnesses."
KA-BEN-04/0006/2024,18-Jan-2024 1858 hrs,Bengaluru Urban,KA-BEN-04,Theft - Vehicle,18-Jan-2024 0519 hrs,18-Jan-2024 1114 hrs,None Observed,,,,,Two-Three,Face Covered,,Vehicle,Bike,Bike,Motorcycle,Master Key,Road Side,,,,,,,"The complainant lodged a complaint at KA-BEN-04 regarding vehicle theft between 18-Jan-2024 0519 hrs and 18-Jan-2024 1114 hrs. It is stated that the accused left no sign of tools, took a vehicle, came on a two-wheeler, struck during the day, were two or three persons, started it with a duplicate key, stole a motorcycle, took it from the roadside, had their faces covered and fled on a two-wheeler. A relative of the complainant was the first to notice. The complainant does not suspect anyone."
KA-DHA-07/0004/2024,18-Jan-2024 2307 hrs,Dharwad,KA-DHA-07,Theft - Vehicle,18-Jan-2024 1633 hrs,18-Jan-2024 1733 hrs,None Observed,,,,,Single,,Random,Vehicle,Car/Jeep,Car/Jeep,Car,Master Key,Bus/Railway Station,,,,,,,"The complainant lodged a complaint at KA-DHA-07 regarding vehicle theft between 18-Jan-2024 1633 hrs and 18-Jan-2024 1733 hrs. It is stated that the accused stole a car, took a vehicle, made no attempt to avoid identification, took it from station parking, fled in a four-wheeler, started it with a duplicate key, struck during the day, appear to have picked the target by chance, came in a four-wheeler and acted alone. Fingerprint experts visited the scene. It had been raining heavily that evening."
KA-KAL-04/0001/2024,19-Jan-2024 0156 hrs,Kalaburagi,KA-KAL-04,Burglary - Commercial,17-Jan-2024 1929 hrs,18-Jan-2024 0631 hrs,Cutting Plier,Door,Forced - lock,Shop,,Two-Three,CCTV Tampered,Pre-Surveyed,Electronics,,Bike,,,,,,,,,,"Brief facts: the complainant states that on or between 17-Jan-2024 1929 hrs and 18-Jan-2024 0631 hrs a break-in at commercial premises was committed in Kalaburagi limits. It is stated that the accused targeted a shop, broke the lock, appear to have watched the place beforehand, used a cutter, were two or three persons, disabled the CCTV camera, struck at night and fled on a two-wheeler. Fingerprint experts visited the scene. The beat constable had passed the area about an hour earlier."
KA-BEN-02/0002/2024,19-Jan-2024 0748 hrs,Bengaluru Urban,KA-BEN-02,Burglary - Dwelling,13-Jan-2024 1911 hrs,18-Jan-2024 2204 hrs,Iron Rod,Door,Forced - lock,Apartment,Selective Search,Two-Three,None,Pre-Surveyed,Gold Jewellery,Walking,,,,,,,,,,,"The complainant lodged a complaint at KA-BEN-02 regarding house burglary between 13-Jan-2024 1911 hrs and 18-Jan-2024 2204 hrs. It is stated that the accused came on foot, took only selected valuables, were two or three persons, used a crowbar, got in through the door, took gold ornaments, targeted an apartment, made no attempt to avoid identification and appear to have watched the place beforehand. It had been raining heavily that evening. The complainant noticed the incident on returning and informed the police."
KA-MYS-05/0006/2024,19-Jan-2024 2325 hrs,Mysuru,KA-MYS-05,Burglary - Dwelling,18-Jan-2024 1024 hrs,19-Jan-2024 1312 hrs,Screwdriver,Window,Forced - lock,,Ransacked,,None,Random,Cash / Electronics,Bike,Bike,,,,,,,,,,"Brief facts: the complainant states that on or between 18-Jan-2024 1024 hrs and 19-Jan-2024 1312 hrs a house burglary was committed in Mysuru limits. It is stated that the accused used a screwdriver, took cash, took electronic items, fled on a two-wheeler, appear to have picked the target by chance, got in through a window, broke the lock, ransacked the place and made no attempt to avoid identification. Nearby shops were closed at the time. The complainant noticed the incident on returning and informed the police."
KA-MYS-01/0003/2024,20-Jan-2024 2154 hrs,Mysuru,KA-MYS-01,Burglary - Dwelling,19-Jan-2024 2319 hrs,20-Jan-2024 0332 hrs,Screwdriver,Door,Unforced - key,Row House,Ransacked,Two-Three,None,,Gold Jewellery / Cash / Vehicle,,Bike,,,,,,,,,,"It is alleged that between 19-Jan-2024 2319 hrs and 20-Jan-2024 0332 hrs unknown accused committed house burglary within Mysuru. It is stated that the accused targeted a row house, opened it with a duplicate key, struck at night, fled on a two-wheeler, got in through the door, made no attempt to avoid identification, took gold ornaments, took cash, took a vehicle, were two or three persons, used a screwdriver and ransacked the place. The complainant does not suspect anyone. Neighbours stated they did not hear anything unusual."
KA-BEN-07/0004/2024,20-Jan-2024 2226 hrs,Bengaluru Urban,KA-BEN-07,Burglary - Dwelling,19-Jan-2024 2040 hrs,20-Jan-2024 0951 hrs,None Observed,Balcony,Forced - lock,Independent House,,Single,None,Random,Cash,Walking,Car/Jeep,,,,,,,,,,"The complainant lodged a complaint at KA-BEN-07 regarding house burglary between 19-Jan-2024 2040 hrs and 20-Jan-2024 0951 hrs. It is stated that the accused made no attempt to avoid identification, targeted an independent house, acted alone, climbed in via the balcony, appear to have picked the target by chance, broke the lock, fled in a four-wheeler, left no sign of tools and came on foot. The complainant noticed the incident on returning and informed the police. It had been raining heavily that evening."
KA-BEN-06/0003/2024,20-Jan-2024 2253 hrs,Bengaluru Urban,KA-BEN-06,Theft - Vehicle,19-Jan-2024,19-Jan-2024,None Observed,,,,,Single,Face Covered,Insider Tip,Vehicle,Bike,Bike,,Handle Lock Broken,Residence Parking,,,,,,,"It is alleged that between 19-Jan-2024 and 19-Jan-2024 unknown accused committed vehicle theft within Bengaluru Urban. It is stated that the accused acted alone, broke the handle lock, left no sign of tools, took a vehicle, came on a two-wheeler, struck at night, appear to have had inside information, had their faces covered, fled on a two-wheeler and took it from residential parking. The beat constable had passed the area about an hour earlier. The complainant noticed the incident on returning and informed the police."
KA-BEL-04/0008/2024,21-Jan-2024 0013 hrs,Belagavi,KA-BEL-04,Cheating - ATM,19-Jan-2024 2156 hrs,20-Jan-2024 1716 hrs,None Observed,,,,,Two-Three,Face Covered,Insider Tip,Cash,Car/Jeep,Car/Jeep,,,,,,,Offsite,Physical Attack,Working,"The complainant lodged a complaint at KA-BEL-04 regarding ATM tampering between 19-Jan-2024 2156 hrs and 20-Jan-2024 1716 hrs. It is stated that the accused forced the machine open, had their faces covered, came in a four-wheeler, appear to have had inside information, took cash, left the alarm untouched, fled in a four-wheeler, targeted an offsite ATM kiosk, were two or three persons and left no sign of tools. Fingerprint experts visited the scene. The dog squad was summoned to the spot."
KA-DHA-07/0005/2024,21-Jan-2024 0113 hrs,Dharwad,KA-DHA-07,Theft - Chain Snatching,19-Jan-2024 0425 hrs,19-Jan-2024 0430 hrs,None Observed,,,,,Two-Three,Face Covered,Random,,Bike,Bike,,,,Scooter,Morning Walk,Main Road,,,,"The complainant lodged a complaint at KA-DHA-07 regarding chain snatching between 19-Jan-2024 0425 hrs and 19-Jan-2024 0430 hrs. It is stated that the accused were two or three persons, left no sign of tools, rode a scooter, struck early in the morning, appear to have picked the target by chance, took gold ornaments, came on a two-wheeler, fled on a two-wheeler, targeted a victim on a morning walk and had their faces covered. Neighbours stated they did not hear anything unusual. The complainant has submitted bills for some of the items."
KA-KAL-07/0004/2024,21-Jan-2024 0318 hrs,Kalaburagi,KA-KAL-07,Burglary - Dwelling,15-Jan-2024 2251 hrs,18-Jan-2024 2016 hrs,None Observed,,Forced - door,Apartment,Ransacked,Gang (4+),Gloves Worn,Insider Tip,Gold Jewellery / Electronics / Documents / Vehicle,Bike,Bike,,,,,,,,,,"Brief facts: the complainant states that on or between 15-Jan-2024 2251 hrs and 18-Jan-2024 2016 hrs a house burglary was committed in Kalaburagi limits. It is stated that the accused forced the door open, left no sign of tools, targeted an apartment, appear to have had inside information, ransacked the place, were a group of four or more, came on a two-wheeler and wore gloves. It had been raining heavily that evening. The complainant does not suspect anyone."
KA-MYS-04/0006/2024,21-Jan-2024 0517 hrs,Mysuru,KA-MYS-04,Cheating - ATM,17-Jan-2024 1449 hrs,19-Jan-2024 1742 hrs,Screwdriver / Gas Welding Set,,,,,Two-Three,Gloves Worn,Pre-Surveyed,Cash,Car/Jeep,Car/Jeep,,,,,,,Offsite,Gas Cutting,Working,"The complainant lodged a complaint at KA-MYS-04 regarding ATM tampering between 17-Jan-2024 1449 hrs and 19-Jan-2024 1742 hrs. It is stated that the accused fled in a four-wheeler, came in a four-wheeler, wore gloves, left the alarm untouched, cut the machine open with gas, targeted an offsite ATM kiosk and appear to have watched the place beforehand. Enquiries with nearby residents are in progress. It had been raining heavily that evening."
KA-KAL-02/0001/2024,21-Jan-2024 0656 hrs,Kalaburagi,KA-KAL-02,Burglary - Dwelling,11-Jan-2024 1732 hrs,17-Jan-2024 0028 hrs,Iron Rod,,,Apartment,Selective Search,Two-Three,Gloves Worn,Pre-Surveyed,Gold Jewellery,Bike,Bike,,,,,,,,,,"It is alleged that between 11-Jan-2024 1732 hrs and 17-Jan-2024 0028 hrs unknown accused committed house burglary within Kalaburagi. It is stated that the accused were two or three persons, used a crowbar, got in through the door, took only selected valuables, took gold ornaments, came on a two-wheeler, targeted an apartment and appear to have watched the place beforehand. Enquiries with nearby residents are in progress. The complainant has submitted bills for some of the items."
KA-DHA-06/0003/2024,21-Jan-2024 2119 hrs,Dharwad,KA-DHA-06,Theft - Vehicle,21-Jan-2024 0639 hrs,21-Jan-2024 1419 hrs,,,,,,Single,None,Random,Vehicle,,Bike,Scooter,,Residence Parking,,,,,,,"It is alleged that between 21-Jan-2024 0639 hrs and 21-Jan-2024 1419 hrs unknown accused committed vehicle theft within Dharwad. It is stated that the accused took a vehicle, fled on a two-wheeler, came on foot, struck during the day, stole a scooter, took it from residential parking, made no attempt to avoid identification and acted alone. A spot panchnama was drawn up in the presence of witnesses. A relative of the complainant was the first to notice."
KA-BEN-06/0004/2024,21-Jan-2024 2156 hrs,Bengaluru Urban,KA-BEN-06,Theft - Vehicle,20-Jan-2024 1510 hrs,21-Jan-2024 0757 hrs,None Observed,,,,,Two-Three,None,,Vehicle,Walking,,Scooter,Wire Bypass,Residence Parking,,,,,,,"The complainant lodged a complaint at KA-BEN-06 regarding vehicle theft between 20-Jan-2024 1510 hrs and 21-Jan-2024 0757 hrs. It is stated that the accused appear to have picked the target by chance, started it by joining the wires, took a vehicle, took it from residential parking, left no sign of tools, came on foot, were two or three persons and stole a scooter. The total value of the stolen property is estimated at Rs. 29,136. The dog squad was summoned to the spot."
KA-DHA-02/0001/2024,21-Jan-2024 2324 hrs,Dharwad,KA-DHA-02,Theft - Vehicle,21-Jan-2024 0634 hrs,21-Jan-2024 1126 hrs,Iron Rod / Screwdriver,,,,,Gang (4+),None,Pre-Surveyed,Vehicle,,Car/Jeep,Goods Vehicle,Handle Lock Broken,Road Side,,,,,,,"The complainant lodged a complaint at KA-DHA-02 regarding vehicle theft between 21-Jan-2024 0634 hrs and 21-Jan-2024 1126 hrs. It is stated that the accused were a group of four or more, took a vehicle, fled in a four-wheeler, broke the handle lock, took it from the roadside, made no attempt to avoid identification, struck during the day, used a crowbar, used a screwdriver and appear to have watched the place beforehand. The dog squad was summoned to the spot. A relative of the complainant was the first to notice."
KA-MYS-05/0007/2024,22-Jan-2024 0816 hrs,Mysuru,KA-MYS-05,Theft - Vehicle,15-Jan-2024 0625 hrs,15-Jan-2024 1617 hrs,Screwdriver,,,,,Gang (4+),None,Random,Documents / Vehicle,Bike,Car/Jeep,Car,Handle Lock Broken,Bus/Railway Station,,,,,,,"Brief facts: the complainant states that on or between 15-Jan-2024 0625 hrs and 15-Jan-2024 1617 hrs a vehicle theft was committed in Mysuru limits. It is stated that the accused used a screwdriver, appear to have picked the target by chance, broke the handle lock, came on a two-wheeler, took it from station parking, struck during the day, took documents, took a vehicle, stole a car, made no attempt to avoid identification and were a group of four or more. A spot panchnama was drawn up in the presence of witnesses. The dog squad was summoned to the spot."
KA-KAL-07/0005/2024,22-Jan-2024 1658 hrs,Kalaburagi,KA-KAL-07,Theft - Vehicle,21-Jan-2024,21-Jan-2024,,,,,,Two-Three,,Pre-Surveyed,Vehicle,Walking,Bike,,Wire Bypass,Road Side,,,,,,,"It is alleged that between 21-Jan-2024 and 21-Jan-2024 unknown accused committed vehicle theft within Kalaburagi. It is stated that the accused started it by joining the wires, used a screwdriver, made no attempt to avoid identification, fled on a two-wheeler, came on foot, took a vehicle and took it from the roadside. Enquiries with nearby residents are in progress. Nearby shops were closed at the time."
