THANA,ZILA,APRADH_KRAMANK,DARJ_DINANK,APRADH_SHIRSH,GHATNA_DINANK_SE,GHATNA_DINANK_TAK,GHATNA_VIVARAN,PRAVESH_STHAN,PRAVESH_VIDHI,PARISAR,MAKAN_STHITI,TALASHI_PRAKAR,AAROPI_SANKHYA,UPKARAN,PEHCHAN_CHHIPANA,LAKSHYA_CHAYAN,CHORI_SAMPATTI,AAGAMAN_SADHAN,PALAYAN_SADHAN,VAHAN_SHRENI,VAHAN_CHALU_VIDHI,VAHAN_STHAN,AAROPI_VAHAN,PEEDIT_GATIVIDHI,PALAYAN_DISHA,ATM_STHAN,ATM_CHHEDCHHAD,ALARM_STHITI
MP-JAB-05,Jabalpur,MP-JAB-05/0069/2022,23-12-2022 04:57 PM,DUKAN_BHEDAN,21-12-2022 03:49 AM,23-12-2022 03:25 AM,"Complainant appeared at MP-JAB-05 and stated that a break-in at commercial premises happened between 21-12-2022 03:49 AM and 23-12-2022 03:25 AM in Jabalpur. It is stated that the accused came in a four-wheeler, appear to have watched the place beforehand, struck while the premises were closed for a holiday, took cash, took documents, targeted a shop-cum-residence, broke the lock and got in by lifting the shutter. It had been raining heavily that evening. The total value of the stolen property is estimated at Rs. 181,136.",SHUTTER,TALA_TODA,DUKAN_SAH_AAWAS,CHHUTTI_ME_BAND,,,,MUNH_DHAKA,REKI_KI,NAKAD|DASTAVEZ,CHAR_PAHIYA,,,,,,,,,,
MP-BHO-03,Bhopal,MP-BHO-03/0067/2022,23-12-2022 07:17 PM,VAHAN_CHORI,22-12-2022,22-12-2022,"The informant reported a vehicle theft in the jurisdiction of MP-BHO-03 between 22-12-2022 and 22-12-2022. It is stated that the accused came on a two-wheeler, acted alone, stole a car, fled in a four-wheeler and made no attempt to avoid identification. The complainant does not suspect anyone. The complainant has submitted bills for some of the items.",,,,,,EK,SABBAL,KOI_NAHI,,,DO_PAHIYA,,CAR,NAKLI_CHABI,,,,,,,
MP-IND-03,Indore,MP-IND-03/0069/2022,24-12-2022 04:02 AM,GRIH_BHEDAN,22-12-2022,24-12-2022,"Report received at MP-IND-03, Indore: house burglary between 22-12-2022 and 24-12-2022. It is stated that the accused used a crowbar, took gold ornaments, forced the door open, climbed in via the balcony and made no attempt to avoid identification. The beat constable had passed the area about an hour earlier. A spot panchnama was drawn up in the presence of witnesses.",BALCONY,DHAKKA_DEKAR_KHOLA,SWATANTRA_MAKAN,THODI_DER_BAHAR,,EK,SABBAL,KOI_NAHI,,SONE_KE_GAHNE,DO_PAHIYA,,,,,,,,,,
MP-GWA-01,Gwalior,MP-GWA-01/0069/2022,24-12-2022 05:17 AM,ATM_CHHEDCHHAD,21-12-2022 03:28 AM,21-12-2022 04:57 AM,"Complainant appeared at MP-GWA-01 and stated that a ATM tampering happened between 21-12-2022 03:28 AM and 21-12-2022 04:57 AM in Gwalior. It is stated that the accused made no attempt to avoid identification, took cash, fled in a four-wheeler, acted alone, appear to have watched the place beforehand, struck early in the morning, targeted a white-label ATM and left the alarm untouched. It had been raining heavily that evening.",,,,,,EK,KATAR,KOI_NAHI,REKI_KI,NAKAD,,CHAR_PAHIYA,,,,,,,WHITE_LABEL_ATM,,ALARM_CHALU
MP-IND-01,Indore,MP-IND-01/0089/2022,24-12-2022 09:28 AM,VAHAN_CHORI,23-12-2022 06:54 PM,23-12-2022 09:51 PM,"Report received at MP-IND-01, Indore: vehicle theft between 23-12-2022 06:54 PM and 23-12-2022 09:51 PM. It is stated that the accused appear to have watched the place beforehand, stole a car, took electronic items, took a vehicle, struck during the day, wore gloves, took it from the roadside and used a screwdriver. The complainant does not suspect anyone. The dog squad was summoned to the spot.",,,,,,CHAAR_SE_ADHIK,PECHKAS,DASTANE,,ELECTRONIC_SAMAN|VAHAN,CHAR_PAHIYA,CHAR_PAHIYA,CAR,,SADAK_KINARE,,,,,,
MP-IND-01,Indore,MP-IND-01/0090/2022,24-12-2022 11:27 AM,VAHAN_CHORI,22-12-2022 09:38 PM,23-12-2022 10:43 AM,"Complainant appeared at MP-IND-01 and stated that a vehicle theft happened between 22-12-2022 09:38 PM and 23-12-2022 10:43 AM in Indore. It is stated that the accused came on foot, fled on a two-wheeler, took it from the roadside, appear to have picked the target by chance, were two or three persons, took a vehicle, used a cutter and used a screwdriver. The beat constable had passed the area about an hour earlier. Neighbours stated they did not hear anything unusual.",,,,,,DO_TEEN,KATAR|PECHKAS,MUNH_DHAKA,AKASMIK,VAHAN,PAIDAL,DO_PAHIYA,,UTHA_LE_GAYE,SADAK_KINARE,,,,,,
MP-BHO-01,Bhopal,MP-BHO-01/0076/2022,24-12-2022 02:20 PM,DUKAN_BHEDAN,20-12-2022 08:47 AM,21-12-2022 12:27 AM,"Complainant appeared at MP-BHO-01 and stated that a break-in at commercial premises happened between 20-12-2022 08:47 AM and 21-12-2022 12:27 AM in Bhopal. It is stated that the accused made no attempt to avoid identification, got in through the door, struck while the premises were closed for the night, ransacked the place and fled on a two-wheeler. It had been raining heavily that evening. A relative of the complainant was the first to notice.",DARWAZA,TALA_TODA,GODAM,RAAT_ME_BAND,SAB_BIKHRA,CHAAR_SE_ADHIK,,KOI_NAHI,REKI_KI,,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-GWA-05,Gwalior,MP-GWA-05/0070/2022,25-12-2022 02:47 AM,CHAIN_JHAPATNA,24-12-2022 10:09 PM,24-12-2022 10:16 PM,"Complainant appeared at MP-GWA-05 and stated that a chain snatching happened between 24-12-2022 10:09 PM and 24-12-2022 10:16 PM in Gwalior. It is stated that the accused fled on a two-wheeler, took gold ornaments, took cash and left no sign of tools. Street lights in the area were reported not working. The complainant has submitted bills for some of the items.",,,,,,,KOI_NAHI,KOI_NAHI,AKASMIK,SONE_KE_GAHNE|NAKAD,DO_PAHIYA,DO_PAHIYA,,,,MOTORCYCLE,PAIDAL_JA_RAHI,HIGHWAY,,,
MP-UJJ-02,Ujjain,MP-UJJ-02/0072/2022,25-12-2022 07:38 AM,GRIH_BHEDAN,23-12-2022 08:31 AM,23-12-2022 02:54 PM,"Complainant appeared at MP-UJJ-02 and stated that a house burglary happened between 23-12-2022 08:31 AM and 23-12-2022 02:54 PM in Ujjain. It is stated that the accused targeted an independent house, broke the lock, made no attempt to avoid identification, got in through the roof, took gold ornaments, took only selected valuables, fled in a four-wheeler, appear to have watched the place beforehand, struck while the occupants were out and came in a four-wheeler. The beat constable had passed the area about an hour earlier. Street lights in the area were reported not working.",CHHAT,TALA_TODA,SWATANTRA_MAKAN,THODI_DER_BAHAR,CHUNINDA_SAMAN,DO_TEEN,PECHKAS,KOI_NAHI,REKI_KI,SONE_KE_GAHNE,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-UJJ-06,Ujjain,MP-UJJ-06/0084/2022,25-12-2022 08:48 AM,CHAIN_JHAPATNA,24-12-2022 04:39 PM,24-12-2022 04:45 PM,"Report received at MP-UJJ-06, Ujjain: chain snatching between 24-12-2022 04:39 PM and 24-12-2022 04:45 PM. It is stated that the accused rode a motorcycle, made no attempt to avoid identification, targeted a victim on a morning walk, appear to have picked the target by chance and struck during the day. The total value of the stolen property is estimated at Rs. 218,929. Enquiries with nearby residents are in progress.",,,,,,CHAAR_SE_ADHIK,KOI_NAHI,KOI_NAHI,,KUCHH_NAHI,,DO_PAHIYA,,,,MOTORCYCLE,SUBAH_TEHALNA,MUKHYA_MARG,,,
MP-UJJ-02,Ujjain,MP-UJJ-02/0073/2022,25-12-2022 01:41 PM,VAHAN_CHORI,20-12-2022,21-12-2022,"The informant reported a vehicle theft in the jurisdiction of MP-UJJ-02 between 20-12-2022 and 21-12-2022. It is stated that the accused found the key left in the vehicle, came on foot, were a group of four or more, appear to have watched the place beforehand, left no sign of tools, fled on a two-wheeler and took a vehicle. It had been raining heavily that evening.",,,,,,CHAAR_SE_ADHIK,KOI_NAHI,,REKI_KI,VAHAN,PAIDAL,DO_PAHIYA,MOTORCYCLE,CHABI_LAGI_THI,SADAK_KINARE,,,,,,
MP-UJJ-02,Ujjain,MP-UJJ-02/0074/2022,26-12-2022 12:11 AM,GRIH_BHEDAN,25-12-2022 02:00 AM,25-12-2022 07:55 PM,"Report received at MP-UJJ-02, Ujjain: house burglary between 25-12-2022 02:00 AM and 25-12-2022 07:55 PM. It is stated that the accused came on foot, struck while the occupants were out, took only selected valuables, appear to have watched the place beforehand, had their faces covered, got in through the door, targeted an apartment, were a group of four or more and forced the door open. It had been raining heavily that evening. Fingerprint experts visited the scene.",DARWAZA,DHAKKA_DEKAR_KHOLA,FLAT,THODI_DER_BAHAR,CHUNINDA_SAMAN,CHAAR_SE_ADHIK,,MUNH_DHAKA,REKI_KI,SONE_KE_GAHNE|NAKAD,PAIDAL,,,,,,,,,,
MP-IND-01,Indore,MP-IND-01/0091/2022,26-12-2022 09:49 AM,GRIH_BHEDAN,16-12-2022 02:45 AM,26-12-2022 08:24 AM,"The informant reported a house burglary in the jurisdiction of MP-IND-01 between 16-12-2022 02:45 AM and 26-12-2022 08:24 AM. It is stated that the accused had their faces covered, broke the lock, appear to have watched the place beforehand, fled on foot, came on foot, targeted an independent house, took gold ornaments, took cash, took electronic items and took only selected valuables. The beat constable had passed the area about an hour earlier.",,TALA_TODA,SWATANTRA_MAKAN,BAHARGAON_GAYE,CHUNINDA_SAMAN,,KATAR|PECHKAS,MUNH_DHAKA,REKI_KI,SONE_KE_GAHNE|NAKAD|ELECTRONIC_SAMAN,PAIDAL,,,,,,,,,,
MP-UJJ-01,Ujjain,MP-UJJ-01/0077/2022,26-12-2022 04:15 PM,CHAIN_JHAPATNA,26-12-2022 11:29 AM,26-12-2022 11:38 AM,"The informant reported a chain snatching in the jurisdiction of MP-UJJ-01 between 26-12-2022 11:29 AM and 26-12-2022 11:38 AM. It is stated that the accused appear to have picked the target by chance, targeted a victim who was shopping and came on foot. The beat constable had passed the area about an hour earlier. The complainant noticed the incident on returning and informed the police.",,,,,,,KOI_NAHI,,AKASMIK,,PAIDAL,,,,,KOI_NAHI,KHAREEDARI,MUKHYA_MARG,,,
MP-IND-06,Indore,MP-IND-06/0090/2022,26-12-2022 05:30 PM,CHAIN_JHAPATNA,26-12-2022 06:45 AM,26-12-2022 06:51 AM,"The informant reported a chain snatching in the jurisdiction of MP-IND-06 between 26-12-2022 06:45 AM and 26-12-2022 06:51 AM. It is stated that the accused came on a two-wheeler, escaped towards the highway, rode a motorcycle, took gold ornaments, struck early in the morning, appear to have picked the target by chance, were two or three persons and targeted a victim who was walking. The total value of the stolen property is estimated at Rs. 152,677. The dog squad was summoned to the spot.",,,,,,DO_TEEN,KOI_NAHI,,AKASMIK,SONE_KE_GAHNE,DO_PAHIYA,,,,,MOTORCYCLE,,HIGHWAY,,,
MP-UJJ-01,Ujjain,MP-UJJ-01/0078/2022,26-12-2022 05:43 PM,DUKAN_BHEDAN,25-12-2022 12:12 PM,26-12-2022 05:50 AM,"The informant reported a break-in at commercial premises in the jurisdiction of MP-UJJ-01 between 25-12-2022 12:12 PM and 26-12-2022 05:50 AM. It is stated that the accused struck while the premises were closed for the night, forced the door open, got in through a window, came in a four-wheeler, were two or three persons and made no attempt to avoid identification. A relative of the complainant was the first to notice. Street lights in the area were reported not working.",KHIDKI,DHAKKA_DEKAR_KHOLA,,RAAT_ME_BAND,CHUNINDA_SAMAN,DO_TEEN,KOI_NAHI,KOI_NAHI,,,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-GWA-05,Gwalior,MP-GWA-05/0071/2022,26-12-2022 07:42 PM,GRIH_BHEDAN,23-12-2022,24-12-2022,"Complainant appeared at MP-GWA-05 and stated that a house burglary happened between 23-12-2022 and 24-12-2022 in Gwalior. It is stated that the accused appear to have picked the target by chance, broke the lock, struck while the house was locked for days, ransacked the place, fled on foot, acted alone, took gold ornaments, used a crowbar, made no attempt to avoid identification and targeted an independent house. Street lights in the area were reported not working.",KHIDKI,TALA_TODA,SWATANTRA_MAKAN,BAHARGAON_GAYE,SAB_BIKHRA,EK,SABBAL,KOI_NAHI,AKASMIK,SONE_KE_GAHNE,,PAIDAL,,,,,,,,,
MP-UJJ-04,Ujjain,MP-UJJ-04/0072/2022,26-12-2022 10:01 PM,GRIH_BHEDAN,21-12-2022 09:58 AM,22-12-2022 12:28 AM,"Report received at MP-UJJ-04, Ujjain: house burglary between 21-12-2022 09:58 AM and 22-12-2022 12:28 AM. It is stated that the accused appear to have watched the place beforehand, came on a two-wheeler, left no sign of tools, struck while the occupants were out, acted alone, targeted an apartment, made no attempt to avoid identification, took gold ornaments, took cash, fled on a two-wheeler, got in through a window and broke the lock. Neighbours stated they did not hear anything unusual. The dog squad was summoned to the spot.",KHIDKI,TALA_TODA,FLAT,THODI_DER_BAHAR,CHUNINDA_SAMAN,,KOI_NAHI,KOI_NAHI,REKI_KI,SONE_KE_GAHNE|NAKAD,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-BHO-02,Bhopal,MP-BHO-02/0062/2022,26-12-2022 11:35 PM,GRIH_BHEDAN,23-12-2022 01:34 AM,23-12-2022 10:44 AM,"Report received at MP-BHO-02, Bhopal: house burglary between 23-12-2022 01:34 AM and 23-12-2022 10:44 AM. It is stated that the accused struck while the occupants were out, cut the grill, used a screwdriver, used a gas cutter, came on foot, made no attempt to avoid identification, were two or three persons, targeted an apartment and appear to have picked the target by chance. The beat constable had passed the area about an hour earlier.",BALCONY,GRILL_KATI,FLAT,THODI_DER_BAHAR,,DO_TEEN,PECHKAS|GAS_KATAR,KOI_NAHI,AKASMIK,,PAIDAL,,,,,,,,,,
MP-UJJ-04,Ujjain,MP-UJJ-04/0073/2022,27-12-2022 01:09 AM,GRIH_BHEDAN,15-12-2022 05:24 AM,26-12-2022 10:46 PM,"The informant reported a house burglary in the jurisdiction of MP-UJJ-04 between 15-12-2022 05:24 AM and 26-12-2022 10:46 PM. It is stated that the accused took gold ornaments, took cash, were two or three persons, got in through a window, forced the door open, fled in a four-wheeler, wore gloves and came in a four-wheeler. Street lights in the area were reported not working. The complainant has submitted bills for some of the items.",KHIDKI,DHAKKA_DEKAR_KHOLA,,,SAB_BIKHRA,DO_TEEN,KOI_NAHI,,,SONE_KE_GAHNE|NAKAD,,CHAR_PAHIYA,,,,,,,,,
MP-IND-02,Indore,MP-IND-02/0057/2022,27-12-2022 02:11 AM,DUKAN_BHEDAN,21-12-2022 01:03 AM,26-12-2022 07:24 PM,"The informant reported a break-in at commercial premises in the jurisdiction of MP-IND-02 between 21-12-2022 01:03 AM and 26-12-2022 07:24 PM. It is stated that the accused took nothing, left no sign of tools, came on foot, got in by lifting the shutter, broke the lock, fled on foot, targeted a godown and acted alone. Fingerprint experts visited the scene. Neighbours stated they did not hear anything unusual.",SHUTTER,TALA_TODA,GODAM,,SAB_BIKHRA,EK,KOI_NAHI,DASTANE,,KUCHH_NAHI,PAIDAL,PAIDAL,,,,,,,,,
MP-IND-06,Indore,MP-IND-06/0091/2022,27-12-2022 03:30 PM,GRIH_BHEDAN,08-12-2022,26-12-2022,"Complainant appeared at MP-IND-06 and stated that a house burglary happened between 08-12-2022 and 26-12-2022 in Indore. It is stated that the accused came on foot, wore gloves, broke the lock, fled on a two-wheeler, got in through a window, ransacked the place and struck while the house was locked for days. The complainant has submitted bills for some of the items. The total value of the stolen property is estimated at Rs. 84,013.",KHIDKI,TALA_TODA,KATAR_MAKAN,BAHARGAON_GAYE,SAB_BIKHRA,,SABBAL,DASTANE,REKI_KI,ELECTRONIC_SAMAN|VAHAN,PAIDAL,DO_PAHIYA,,,,,,,,,
MP-JAB-06,Jabalpur,MP-JAB-06/0082/2022,27-12-2022 08:15 PM,ATM_CHHEDCHHAD,26-12-2022 06:45 AM,27-12-2022 07:18 AM,"The informant reported a ATM tampering in the jurisdiction of MP-JAB-06 between 26-12-2022 06:45 AM and 27-12-2022 07:18 AM. It is stated that the accused fitted a cash trap, used a crowbar, used a gas cutter and took nothing. Nearby shops were closed at the time. It had been raining heavily that evening.",,,,,,,SABBAL|GAS_KATAR,MUNH_DHAKA,,KUCHH_NAHI,DO_PAHIYA,PAIDAL,,,,,,,BAHARI_ATM,NOTE_ATKAYE,
MP-JAB-04,Jabalpur,MP-JAB-04/0057/2022,27-12-2022 08:59 PM,GRIH_BHEDAN,27-12-2022,27-12-2022,"Report received at MP-JAB-04, Jabalpur: house burglary between 27-12-2022 and 27-12-2022. It is stated that the accused targeted an apartment, cut the grill, wore gloves, struck while the occupants were inside, left no sign of tools, appear to have had inside information, fled in a four-wheeler, took only selected valuables and were two or three persons. It had been raining heavily that evening. The complainant does not suspect anyone.",,GRILL_KATI,FLAT,GHAR_WALE_MAUJOOD,CHUNINDA_SAMAN,DO_TEEN,KOI_NAHI,DASTANE,BHEDI_SOOCHNA,SONE_KE_GAHNE|NAKAD|ELECTRONIC_SAMAN,CHAR_PAHIYA,CHAR_PAHIYA,,,,,,,,,
MP-UJJ-02,Ujjain,MP-UJJ-02/0075/2022,28-12-2022 12:53 AM,CHAIN_JHAPATNA,27-12-2022 05:31 AM,27-12-2022 05:35 AM,"Complainant appeared at MP-UJJ-02 and stated that a chain snatching happened between 27-12-2022 05:31 AM and 27-12-2022 05:35 AM in Ujjain. It is stated that the accused came on a two-wheeler, took gold ornaments, fled on a two-wheeler, targeted a victim who was walking, left no sign of tools, appear to have watched the place beforehand, made no attempt to avoid identification and struck early in the morning. The beat constable had passed the area about an hour earlier. Nearby shops were closed at the time.",,,,,,DO_TEEN,KOI_NAHI,KOI_NAHI,,SONE_KE_GAHNE,DO_PAHIYA,DO_PAHIYA,,,,MOTORCYCLE,PAIDAL_JA_RAHI,,,,
MP-BHO-01,Bhopal,MP-BHO-01/0077/2022,28-12-2022 01:16 AM,DUKAN_BHEDAN,26-12-2022 02:10 AM,26-12-2022 04:18 PM,"Complainant appeared at MP-BHO-01 and stated that a break-in at commercial premises happened between 26-12-2022 02:10 AM and 26-12-2022 04:18 PM in Bhopal. It is stated that the accused took only selected valuables, fled on a two-wheeler, were two or three persons, made no attempt to avoid identification, struck while the premises were closed for a holiday, took cash, made a hole in the wall, came on a two-wheeler, targeted a godown and broke the lock. It had been raining heavily that evening. Enquiries with nearby residents are in progress.",DEEWAR_TODKAR,TALA_TODA,GODAM,CHHUTTI_ME_BAND,CHUNINDA_SAMAN,DO_TEEN,SABBAL|KATAR,KOI_NAHI,,NAKAD,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-IND-04,Indore,MP-IND-04/0076/2022,28-12-2022 05:31 AM,GRIH_BHEDAN,27-12-2022,28-12-2022,"Complainant appeared at MP-IND-04 and stated that a house burglary happened between 27-12-2022 and 28-12-2022 in Indore. It is stated that the accused had their faces covered, were two or three persons, got in through the door, appear to have picked the target by chance, fled on foot and took only selected valuables. Nearby shops were closed at the time. A relative of the complainant was the first to notice.",DARWAZA,TALA_TODA,SWATANTRA_MAKAN,,,DO_TEEN,KATAR,MUNH_DHAKA,AKASMIK,SONE_KE_GAHNE|NAKAD,PAIDAL,PAIDAL,,,,,,,,,
MP-GWA-06,Gwalior,MP-GWA-06/0083/2022,28-12-2022 06:18 AM,GRIH_BHEDAN,26-12-2022 12:38 PM,26-12-2022 05:47 PM,"The informant reported a house burglary in the jurisdiction of MP-GWA-06 between 26-12-2022 12:38 PM and 26-12-2022 05:47 PM. It is stated that the accused took a vehicle, struck while the occupants were out, used a crowbar, used a screwdriver, forced the door open and came on a two-wheeler. Fingerprint experts visited the scene. Enquiries with nearby residents are in progress.",BALCONY,DHAKKA_DEKAR_KHOLA,FLAT,THODI_DER_BAHAR,SAB_BIKHRA,EK,SABBAL|PECHKAS,DASTANE,,VAHAN,DO_PAHIYA,DO_PAHIYA,,,,,,,,,
MP-IND-03,Indore,MP-IND-03/0070/2022,28-12-2022 09:55 AM,ATM_CHHEDCHHAD,24-12-2022,25-12-2022,"Complainant appeared at MP-IND-03 and stated that a ATM tampering happened between 24-12-2022 and 25-12-2022 in Indore. It is stated that the accused left the alarm untouched, appear to have watched the place beforehand, forced the machine open, targeted an ATM at a bank branch, came on a two-wheeler and fled on a two-wheeler. The complainant has submitted bills for some of the items. The complainant does not suspect anyone.",,,,,,CHAAR_SE_ADHIK,KATAR,,REKI_KI,NAKAD,DO_PAHIYA,DO_PAHIYA,,,,,,,SHAKHA_ATM,TODKAR_KHOLA,ALARM_CHALU
MP-IND-01,Indore,MP-IND-01/0092/2022,28-12-2022 10:08 AM,ATM_CHHEDCHHAD,27-12-2022,28-12-2022,"The informant reported a ATM tampering in the jurisdiction of MP-IND-01 between 27-12-2022 and 28-12-2022. It is stated that the accused fled on a two-wheeler, fitted a skimming device and disabled the CCTV camera. The beat constable had passed the area about an hour earlier. The total value of the stolen property is estimated at Rs. 344,815.",,,,,,DO_TEEN,KOI_NAHI,CCTV_TODA,,NAKAD,PAIDAL,DO_PAHIYA,,,,,,,,SKIMMER_LAGAYA,ALARM_BAND_KIYA
