fir_number,district_name,ps_name,crime_category,offence_from_dt,offence_to_dt,fir_reg_dt,mo_description,brief_facts
TG-KAR-02/0010/2024,Karimnagar,TG-KAR-02,MV Theft,2024-04-05T09:44:00,2024-04-06T10:45:00,2024-04-07T00:50:00,Accused were two or three persons; took documents; took a vehicle; made no attempt to avoid identification; stole a motorcycle; left no sign of tools; appear to have picked the target by chance; fled on a two-wheeler.,"Case registered at TG-KAR-02 on a complaint of vehicle theft committed between 2024-04-05T09:44:00 and 2024-04-06T10:45:00. It is stated that the accused took documents, took a vehicle, made no attempt to avoid identification, stole a motorcycle, left no sign of tools, appear to have picked the target by chance and fled on a two-wheeler. A relative of the complainant was the first to notice. The beat constable had passed the area about an hour earlier."
TG-HYD-05/0018/2024,Hyderabad,TG-HYD-05,MV Theft,2024-04-06T17:22:00,2024-04-06T23:29:00,2024-04-07T04:21:00,Accused came on a two-wheeler; took a vehicle; made no attempt to avoid identification; struck during the day; acted alone; stole a scooter; appear to have picked the target by chance; started it with a duplicate key; left no sign of tools.,"The complainant reported vehicle theft that occurred between 2024-04-06T17:22:00 and 2024-04-06T23:29:00 in Hyderabad. It is stated that the accused came on a two-wheeler, took a vehicle, made no attempt to avoid identification, struck during the day, acted alone, stole a scooter and started it with a duplicate key. The total value of the stolen property is estimated at Rs. 238,397. A relative of the complainant was the first to notice."
TG-NIZ-06/0019/2024,Nizamabad,TG-NIZ-06,HB - Residential,2024-03-27,2024-04-07,2024-04-07T09:02:00,Accused were two or three persons; came on foot; made no attempt to avoid identification; used a crowbar; appear to have picked the target by chance; took electronic items; took documents; targeted an independent house; broke the lock; fled on foot; took only selected valuables.,"Complaint received at TG-NIZ-06 (Nizamabad) regarding house burglary between 2024-03-27 and 2024-04-07. It is stated that the accused were two or three persons, came on foot, struck while the house was locked for days, made no attempt to avoid identification, appear to have picked the target by chance, took electronic items, took documents, targeted an independent house, broke the lock, fled on foot and took only selected valuables. The complainant does not suspect anyone. Street lights in the area were reported not working."
TG-HAN-01/0010/2024,Hanumakonda,TG-HAN-01,MV Theft,2024-04-06T23:51:00,2024-04-07T06:30:00,2024-04-07T09:20:00,Accused took it from the roadside; stole a scooter; came on a two-wheeler; started it by joining the wires; struck at night; made no attempt to avoid identification; were two or three persons.,"The complainant reported vehicle theft that occurred between 2024-04-06T23:51:00 and 2024-04-07T06:30:00 in Hanumakonda. It is stated that the accused took it from the roadside, stole a scooter, came on a two-wheeler, started it by joining the wires, struck at night, made no attempt to avoid identification, left no sign of tools and fled on a two-wheeler. Fingerprint experts visited the scene. The dog squad was summoned to the spot."
TG-KAR-07/0012/2024,Karimnagar,TG-KAR-07,MV Theft,2024-04-06T00:30:00,2024-04-06T10:24:00,2024-04-07T12:39:00,Accused had their faces covered; appear to have picked the target by chance; stole a scooter; broke the handle lock; left no sign of tools; came on foot; took it from residential parking; struck early in the morning.,"The complainant reported vehicle theft that occurred between 2024-04-06T00:30:00 and 2024-04-06T10:24:00 in Karimnagar. It is stated that the accused had their faces covered, appear to have picked the target by chance, stole a scooter, broke the handle lock, left no sign of tools, took a vehicle, came on foot, took it from residential parking and struck early in the morning. A spot panchnama was drawn up in the presence of witnesses. A relative of the complainant was the first to notice."
TG-KAR-02/0011/2024,Karimnagar,TG-KAR-02,MV Theft,2024-04-06T21:26:00,2024-04-07T01:56:00,2024-04-07T23:12:00,Accused came on foot; struck at night; left no sign of tools; fled in a four-wheeler; took a vehicle; appear to have picked the target by chance; started it with a duplicate key.,"Case registered at TG-KAR-02 on a complaint of vehicle theft committed between 2024-04-06T21:26:00 and 2024-04-07T01:56:00. It is stated that the accused came on foot, struck at night, stole a goods vehicle, left no sign of tools, fled in a four-wheeler, made no attempt to avoid identification, took a vehicle, appear to have picked the target by chance and started it with a duplicate key. A relative of the complainant was the first to notice. The dog squad was summoned to the spot."
TG-HYD-05/0019/2024,Hyderabad,TG-HYD-05,HB - Residential,2024-04-05T18:34:00,2024-04-06T19:14:00,2024-04-08T05:00:00,Accused struck while the occupants were out; appear to have watched the place beforehand; ransacked the place; acted alone; made no attempt to avoid identification; took gold ornaments; took cash; came on foot; targeted an apartment; used a screwdriver; forced the door open; fled on foot.,"The complainant reported house burglary that occurred between 2024-04-05T18:34:00 and 2024-04-06T19:14:00 in Hyderabad. It is stated that the accused struck while the occupants were out, appear to have watched the place beforehand, ransacked the place, acted alone, made no attempt to avoid identification, took gold ornaments, took cash, came on foot, targeted an apartment and forced the door open. The beat constable had passed the area about an hour earlier. The complainant does not suspect anyone."
TG-HYD-03/0012/2024,Hyderabad,TG-HYD-03,HB - Residential,2024-04-05T21:21:00,2024-04-06T08:58:00,2024-04-08T13:53:00,Accused fled on a two-wheeler; struck at night; made no attempt to avoid identification; went straight to where the valuables were kept; targeted an independent house; forced the door open; appear to have picked the target by chance; were two or three persons; used a screwdriver; took gold ornaments; took cash; came on a two-wheeler.,"Case registered at TG-HYD-03 on a complaint of house burglary committed between 2024-04-05T21:21:00 and 2024-04-06T08:58:00. It is stated that the accused fled on a two-wheeler, struck at night, made no attempt to avoid identification, went straight to where the valuables were kept, targeted an independent house, forced the door open, appear to have picked the target by chance, were two or three persons, used a screwdriver, took gold ornaments, took cash and came on a two-wheeler. It had been raining heavily that evening. Street lights in the area were reported not working."
TG-HAN-07/0011/2024,Hanumakonda,TG-HAN-07,Chain Snatching,2024-04-02T05:04:00,2024-04-02T05:11:00,2024-04-08T15:02:00,Accused targeted a victim waiting for transport; fled on a two-wheeler; struck early in the morning; escaped along the main road; left no sign of tools; made no attempt to avoid identification; appear to have picked the target by chance; took documents; were two or three persons.,"The complainant reported chain snatching that occurred between 2024-04-02T05:04:00 and 2024-04-02T05:11:00 in Hanumakonda. It is stated that the accused targeted a victim waiting for transport, came on a two-wheeler, fled on a two-wheeler, rode a motorcycle, escaped along the main road, left no sign of tools, made no attempt to avoid identification, appear to have picked the target by chance and were two or three persons. The total value of the stolen property is estimated at Rs. 159,836. Neighbours stated they did not hear anything unusual."
TG-HAN-04/0021/2024,Hanumakonda,TG-HAN-04,MV Theft,2024-04-07T11:46:00,2024-04-08T04:30:00,2024-04-08T17:20:00,Accused came on foot; took documents; took a vehicle; acted alone; stole a scooter; fled on a two-wheeler; made no attempt to avoid identification; left no sign of tools; broke the handle lock; took it from a market area.,"The complainant reported vehicle theft that occurred between 2024-04-07T11:46:00 and 2024-04-08T04:30:00 in Hanumakonda. It is stated that the accused came on foot, took documents, took a vehicle, acted alone, appear to have watched the place beforehand, fled on a two-wheeler, made no attempt to avoid identification, left no sign of tools, broke the handle lock and took it from a market area. It had been raining heavily that evening. Neighbours stated they did not hear anything unusual."
TG-NIZ-01/0011/2024,Nizamabad,TG-NIZ-01,ATM Offence,2024-04-07T16:04:00,2024-04-08T19:49:00,2024-04-09T00:41:00,Accused fitted a cash trap; acted alone; left the alarm untouched; fled in a four-wheeler; took cash; used a gas cutter; targeted an offsite ATM kiosk; wore gloves; came in a four-wheeler.,"Case registered at TG-NIZ-01 on a complaint of ATM tampering committed between 2024-04-07T16:04:00 and 2024-04-08T19:49:00. It is stated that the accused acted alone, left the alarm untouched, fled in a four-wheeler, took cash, used a gas cutter, appear to have watched the place beforehand, wore gloves and came in a four-wheeler. The total value of the stolen property is estimated at Rs. 70,118. The complainant does not suspect anyone."
TG-NIZ-03/0016/2024,Nizamabad,TG-NIZ-03,MV Theft,2024-04-08T05:16:00,2024-04-08T08:43:00,2024-04-09T04:58:00,Accused took documents; took a vehicle; came on a two-wheeler; acted alone; left no sign of tools; made no attempt to avoid identification; struck early in the morning; stole a motorcycle; started it with a duplicate key.,"The complainant reported vehicle theft that occurred between 2024-04-08T05:16:00 and 2024-04-08T08:43:00 in Nizamabad. It is stated that the accused took documents, took a vehicle, took it from the roadside, came on a two-wheeler, left no sign of tools, made no attempt to avoid identification, struck early in the morning, stole a motorcycle and started it with a duplicate key. The beat constable had passed the area about an hour earlier. Enquiries with nearby residents are in progress."
