FIR_NO,DISTRICT,POLICE_STATION,CRIME_HEAD,OCCURRENCE_FROM,OCCURRENCE_TO,REGISTRATION_DATE,NO_OF_ACCUSED,WEAPONS_TOOLS,CONCEALMENT,TARGET_TYPE,PROPERTY_STOLEN,MODE_OF_ARRIVAL,MODE_OF_ESCAPE,PLACE_OF_ENTRY,MODE_OF_ENTRY,PREMISES_TYPE,PREMISES_STATUS,SEARCH_TYPE,VEHICLE_TYPE,VEHICLE_START_METHOD,PARKING_PLACE,OFFENDER_VEHICLE,VICTIM_ACTIVITY,ESCAPE_ROUTE,ATM_SITE_TYPE,ATM_ATTACK,ALARM_STATUS,FIR_CONTENTS
MH-NAS-08/0037/2023,Nashik,MH-NAS-08,SHOP BREAKING,02/06/2023 16:17,03/06/2023 07:33,04/06/2023 14:33,ONE,,NIL,,NIL,,FOUR WHEELER,SHUTTER,DOOR FORCED,GODOWN,CLOSED FOR NIGHT,,,,,,,,,,,"On receipt of information, it was learnt that a break-in at commercial premises occurred in Nashik between 02/06/2023 16:17 and 03/06/2023 07:33. It is stated that the accused fled in a four-wheeler, forced the door open, made no attempt to avoid identification and struck while the premises were closed for the night. Neighbours stated they did not hear anything unusual. The complainant does not suspect anyone."
MH-PUN-07/0035/2023,Pune,MH-PUN-07,MOTOR VEHICLE THEFT,03/06/2023,03/06/2023,04/06/2023 15:38,ONE,SCREW DRIVER,NIL,CHANCE,VEHICLE,TWO WHEELER,TWO WHEELER,,,,,,MOTOR CYCLE,DIRECT CONNECTION,MARKET AREA,,,,,,,"On receipt of information, it was learnt that a vehicle theft occurred in Pune between 03/06/2023 and 03/06/2023. It is stated that the accused came on a two-wheeler, started it by joining the wires, fled on a two-wheeler, took it from a market area, took a vehicle, appear to have picked the target by chance, made no attempt to avoid identification and acted alone. The total value of the stolen property is estimated at Rs. 18,423. Street lights in the area were reported not working."
MH-NAS-02/0039/2023,Nashik,MH-NAS-02,CHAIN SNATCHING,04/06/2023 05:12,04/06/2023 05:30,04/06/2023 17:44,2 TO 3,NIL,,CHANCE,CASH,ON FOOT,ON FOOT,,,,,,,,,NIL,MORNING WALK,HIGHWAY,,,,"On receipt of information, it was learnt that a chain snatching occurred in Nashik between 04/06/2023 05:12 and 04/06/2023 05:30. It is stated that the accused struck early in the morning, fled on foot, came on foot, appear to have picked the target by chance, were two or three persons and took cash. A relative of the complainant was the first to notice. Nearby shops were closed at the time."
MH-PUN-02/0036/2023,Pune,MH-PUN-02,HOUSE BREAKING,03/06/2023 20:54,04/06/2023 06:27,04/06/2023 19:05,2 TO 3,CROWBAR,CCTV DAMAGED,RECCE DONE,CASH,ON FOOT,ON FOOT,MAIN DOOR,DUPLICATE KEY,BUNGALOW,,,,,,,,,,,,"Complainant reports that a house burglary took place within MH-PUN-02 police station limits, Pune, between 03/06/2023 20:54 and 04/06/2023 06:27. It is stated that the accused struck at night, took cash, used a crowbar, targeted an independent house, were two or three persons, disabled the CCTV camera, came on foot and appear to have watched the place beforehand. The beat constable had passed the area about an hour earlier. A spot panchnama was drawn up in the presence of witnesses."
MH-NAS-05/0026/2023,Nashik,MH-NAS-05,HOUSE BREAKING,02/06/2023,03/06/2023,04/06/2023 20:35,4 AND ABOVE,CUTTER,NIL,CHANCE,ELECTRONIC ITEMS,TWO WHEELER,TWO WHEELER,WINDOW,LOCK BROKEN,BUNGALOW,LOCKED - OWNER OUT,RANSACKED,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Nashik between 02/06/2023 and 03/06/2023. It is stated that the accused used a cutter, fled on a two-wheeler, targeted an independent house, came on a two-wheeler, were a group of four or more, got in through a window, struck while the occupants were out, took electronic items, broke the lock and made no attempt to avoid identification. The dog squad was summoned to the spot. Neighbours stated they did not hear anything unusual."
MH-KOL-02/0045/2023,Kolhapur,MH-KOL-02,CHAIN SNATCHING,02/06/2023 22:33,02/06/2023 22:35,04/06/2023 23:02,2 TO 3,NIL,FACE MASKED,CHANCE,NIL,ON FOOT,ON FOOT,,,,,,,,,NIL,SHOPPING,,,,,"As per the complaint, unknown persons committed chain snatching in Kolhapur (MH-KOL-02) sometime between 02/06/2023 22:33 and 02/06/2023 22:35. It is stated that the accused used no vehicle, appear to have picked the target by chance, had their faces covered, were two or three persons, came on foot, struck at night and left no sign of tools. The complainant does not suspect anyone. The complainant noticed the incident on returning and informed the police."
MH-NAS-04/0036/2023,Nashik,MH-NAS-04,MOTOR VEHICLE THEFT,03/06/2023 18:37,04/06/2023 07:08,05/06/2023 00:28,ONE,NIL,NIL,CHANCE,VEHICLE,ON FOOT,TWO WHEELER,,,,,,MOTOR CYCLE,HANDLE LOCK BROKEN,ROADSIDE,,,,,,,"As per the complaint, unknown persons committed vehicle theft in Nashik (MH-NAS-04) sometime between 03/06/2023 18:37 and 04/06/2023 07:08. It is stated that the accused stole a motorcycle, appear to have picked the target by chance, came on foot, took a vehicle, made no attempt to avoid identification and took it from the roadside. Enquiries with nearby residents are in progress. A spot panchnama was drawn up in the presence of witnesses."
MH-KOL-04/0031/2023,Kolhapur,MH-KOL-04,HOUSE BREAKING,03/06/2023 15:16,04/06/2023 02:04,05/06/2023 01:12,2 TO 3,CUTTER;SCREW DRIVER,NIL,CHANCE,GOLD ORNAMENTS;CASH;DOCUMENTS,TWO WHEELER,TWO WHEELER,WALL HOLE,DUPLICATE KEY,FLAT,LOCKED - OWNER OUT,SELECTIVE,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Kolhapur between 03/06/2023 15:16 and 04/06/2023 02:04. It is stated that the accused targeted an apartment, were two or three persons, opened it with a duplicate key, made a hole in the wall, made no attempt to avoid identification, took only selected valuables, used a cutter, used a screwdriver, struck during the day, appear to have picked the target by chance and fled on a two-wheeler. The beat constable had passed the area about an hour earlier. The complainant has submitted bills for some of the items."
MH-PUN-03/0038/2023,Pune,MH-PUN-03,MOTOR VEHICLE THEFT,04/06/2023 14:56,04/06/2023 19:53,05/06/2023 02:15,ONE,NIL,NIL,RECCE DONE,DOCUMENTS;VEHICLE,,TWO WHEELER,,,,,,SCOOTER,HANDLE LOCK BROKEN,RLY STN / BUS STAND,,,,,,,"On receipt of information, it was learnt that a vehicle theft occurred in Pune between 04/06/2023 14:56 and 04/06/2023 19:53. It is stated that the accused appear to have watched the place beforehand, left no sign of tools, made no attempt to avoid identification, broke the handle lock, took documents, took a vehicle, acted alone and struck during the day. Fingerprint experts visited the scene. Nearby shops were closed at the time."
MH-NAG-05/0050/2023,Nagpur,MH-NAG-05,CHAIN SNATCHING,04/06/2023 16:29,04/06/2023 16:38,05/06/2023 03:50,ONE,NIL,FACE MASKED,,GOLD ORNAMENTS;ELECTRONIC ITEMS,ON FOOT,ON FOOT,,,,,,,,,NIL,SHOPPING,MAIN ROAD,,,,"As per the complaint, unknown persons committed chain snatching in Nagpur (MH-NAG-05) sometime between 04/06/2023 16:29 and 04/06/2023 16:38. It is stated that the accused appear to have picked the target by chance, acted alone, fled on foot, targeted a victim who was shopping, escaped along the main road, used no vehicle, left no sign of tools, had their faces covered, struck during the day, took gold ornaments and took electronic items. The beat constable had passed the area about an hour earlier. The complainant has submitted bills for some of the items."
MH-PUN-04/0034/2023,Pune,MH-PUN-04,CHAIN SNATCHING,05/06/2023 06:49,05/06/2023 06:54,05/06/2023 12:43,ONE,NIL,NIL,,NIL,ON FOOT,TWO WHEELER,,,,,,,,,MOTOR CYCLE,WALKING,BY LANES,,,,"On receipt of information, it was learnt that a chain snatching occurred in Pune between 05/06/2023 06:49 and 05/06/2023 06:54. It is stated that the accused came on foot, rode a motorcycle, acted alone, left no sign of tools, took nothing, made no attempt to avoid identification and targeted a victim who was walking. The complainant does not suspect anyone. Fingerprint experts visited the scene."
MH-NAG-08/0031/2023,Nagpur,MH-NAG-08,CHAIN SNATCHING,04/06/2023 20:38,04/06/2023 20:50,05/06/2023 12:53,2 TO 3,,FACE MASKED,RECCE DONE,GOLD ORNAMENTS,TWO WHEELER,TWO WHEELER,,,,,,,,,SCOOTER,MORNING WALK,MAIN ROAD,,,,"On receipt of information, it was learnt that a chain snatching occurred in Nagpur between 04/06/2023 20:38 and 04/06/2023 20:50. It is stated that the accused left no sign of tools, had their faces covered, rode a scooter, were two or three persons, escaped along the main road, came on a two-wheeler, struck during the day, took gold ornaments, fled on a two-wheeler and appear to have watched the place beforehand. A relative of the complainant was the first to notice. The dog squad was summoned to the spot."
MH-NAG-06/0028/2023,Nagpur,MH-NAG-06,HOUSE BREAKING,03/06/2023 13:45,03/06/2023 21:27,05/06/2023 16:29,ONE,NIL,NIL,INSIDE INFORMATION,NIL,TWO WHEELER,TWO WHEELER,MAIN DOOR,DUPLICATE KEY,FLAT,LOCKED - OWNER OUT,RANSACKED,,,,,,,,,,"Complainant reports that a house burglary took place within MH-NAG-06 police station limits, Nagpur, between 03/06/2023 13:45 and 03/06/2023 21:27. It is stated that the accused struck while the occupants were out, fled on a two-wheeler, got in through the door, took nothing, targeted an apartment, left no sign of tools, came on a two-wheeler, made no attempt to avoid identification and ransacked the place. Street lights in the area were reported not working."
MH-THA-06/0034/2023,Thane,MH-THA-06,CHAIN SNATCHING,05/06/2023 03:58,05/06/2023 04:14,05/06/2023 21:45,2 TO 3,NIL,,RECCE DONE,GOLD ORNAMENTS,TWO WHEELER,TWO WHEELER,,,,,,,,,MOTOR CYCLE,MORNING WALK,BY LANES,,,,"Complainant reports that a chain snatching took place within MH-THA-06 police station limits, Thane, between 05/06/2023 03:58 and 05/06/2023 04:14. It is stated that the accused were two or three persons, came on a two-wheeler, targeted a victim on a morning walk, took gold ornaments, escaped through the lanes, appear to have watched the place beforehand, fled on a two-wheeler, left no sign of tools, struck early in the morning and rode a motorcycle. A spot panchnama was drawn up in the presence of witnesses. The complainant has submitted bills for some of the items."
MH-NAS-07/0033/2023,Nashik,MH-NAS-07,CHAIN SNATCHING,29/05/2023 22:01,29/05/2023 22:08,06/06/2023 00:16,2 TO 3,NIL,,,NIL,TWO WHEELER,TWO WHEELER,,,,,,,,,,MORNING WALK,MAIN ROAD,,,,"As per the complaint, unknown persons committed chain snatching in Nashik (MH-NAS-07) sometime between 29/05/2023 22:01 and 29/05/2023 22:08. It is stated that the accused took nothing, left no sign of tools, struck at night, came on a two-wheeler, appear to have watched the place beforehand, fled on a two-wheeler, were two or three persons, escaped along the main road and targeted a victim on a morning walk. A spot panchnama was drawn up in the presence of witnesses. The dog squad was summoned to the spot."
MH-KOL-01/0042/2023,Kolhapur,MH-KOL-01,HOUSE BREAKING,04/06/2023 06:00,04/06/2023 06:42,06/06/2023 02:45,4 AND ABOVE,NIL,NIL,RECCE DONE,CASH;ELECTRONIC ITEMS,ON FOOT,ON FOOT,WINDOW,LOCK BROKEN,BUNGALOW,OCCUPIED,SELECTIVE,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Kolhapur between 04/06/2023 06:00 and 04/06/2023 06:42. It is stated that the accused came on foot, made no attempt to avoid identification, struck while the occupants were inside, took only selected valuables, appear to have watched the place beforehand and left no sign of tools. The beat constable had passed the area about an hour earlier. The dog squad was summoned to the spot."
MH-PUN-06/0045/2023,Pune,MH-PUN-06,HOUSE BREAKING,05/06/2023 07:09,05/06/2023 18:48,06/06/2023 04:55,,CROWBAR,NIL,,CASH;ELECTRONIC ITEMS,TWO WHEELER,TWO WHEELER,WINDOW,DUPLICATE KEY,BUNGALOW,LOCKED - OWNER OUT,,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Pune between 05/06/2023 07:09 and 05/06/2023 18:48. It is stated that the accused got in through a window, made no attempt to avoid identification, used a crowbar, targeted an independent house, opened it with a duplicate key, came on a two-wheeler, fled on a two-wheeler, were two or three persons and struck during the day. Enquiries with nearby residents are in progress. The complainant noticed the incident on returning and informed the police."
MH-PUN-03/0039/2023,Pune,MH-PUN-03,SHOP BREAKING,01/06/2023 22:22,02/06/2023 06:01,06/06/2023 05:46,2 TO 3,,,CHANCE,CASH,,ON FOOT,MAIN DOOR,LOCK BROKEN,SHOP,CLOSED FOR NIGHT,SELECTIVE,,,,,,,,,,"As per the complaint, unknown persons committed break-in at commercial premises in Pune (MH-PUN-03) sometime between 01/06/2023 22:22 and 02/06/2023 06:01. It is stated that the accused took cash, fled on foot, targeted a shop, struck while the premises were closed for the night, got in through the door, were two or three persons and appear to have picked the target by chance. The complainant noticed the incident on returning and informed the police. Street lights in the area were reported not working."
MH-PUN-03/0040/2023,Pune,MH-PUN-03,CHAIN SNATCHING,06/06/2023 02:48,06/06/2023 02:55,06/06/2023 08:21,2 TO 3,NIL,NIL,CHANCE,GOLD ORNAMENTS,TWO WHEELER,TWO WHEELER,,,,,,,,,,WAITING AT BUS STOP,BY LANES,,,,"As per the complaint, unknown persons committed chain snatching in Pune (MH-PUN-03) sometime between 06/06/2023 02:48 and 06/06/2023 02:55. It is stated that the accused took gold ornaments, escaped through the lanes, fled on a two-wheeler, were two or three persons, struck at night, left no sign of tools, appear to have picked the target by chance and targeted a victim waiting for transport. Nearby shops were closed at the time. The total value of the stolen property is estimated at Rs. 490,285."
MH-NAS-01/0038/2023,Nashik,MH-NAS-01,ATM TAMPERING,03/06/2023 22:25,05/06/2023 12:57,06/06/2023 09:33,ONE,GAS CUTTER,FACE MASKED,RECCE DONE,CASH,FOUR WHEELER,,,,,,,,,,,,,OFFSITE ATM,GAS CUT,ALARM INTACT,"On receipt of information, it was learnt that a ATM tampering occurred in Nashik between 03/06/2023 22:25 and 05/06/2023 12:57. It is stated that the accused came in a four-wheeler, acted alone, took cash, had their faces covered, cut the machine open with gas, used a gas cutter, targeted an offsite ATM kiosk, appear to have watched the place beforehand and left the alarm untouched. A spot panchnama was drawn up in the presence of witnesses. The complainant noticed the incident on returning and informed the police."
MH-NAG-03/0032/2023,Nagpur,MH-NAG-03,MOTOR VEHICLE THEFT,04/06/2023 12:36,05/06/2023 07:01,06/06/2023 11:00,ONE,SCREW DRIVER,NIL,,VEHICLE,TWO WHEELER,TWO WHEELER,,,,,,SCOOTER,KEY IN VEHICLE,SOCIETY PARKING,,,,,,,"On receipt of information, it was learnt that a vehicle theft occurred in Nagpur between 04/06/2023 12:36 and 05/06/2023 07:01. It is stated that the accused made no attempt to avoid identification, took a vehicle, used a screwdriver, fled on a two-wheeler, appear to have watched the place beforehand, took it from residential parking, found the key left in the vehicle, came on a two-wheeler, stole a scooter and acted alone. The complainant noticed the incident on returning and informed the police. Enquiries with nearby residents are in progress."
MH-PUN-06/0046/2023,Pune,MH-PUN-06,HOUSE BREAKING,28/05/2023 17:11,05/06/2023 12:50,06/06/2023 14:19,,NIL,NIL,CHANCE,GOLD ORNAMENTS;CASH;VEHICLE,TWO WHEELER,TWO WHEELER,MAIN DOOR,LOCK BROKEN,FLAT,,SELECTIVE,,,,,,,,,,"As per the complaint, unknown persons committed house burglary in Pune (MH-PUN-06) sometime between 28/05/2023 17:11 and 05/06/2023 12:50. It is stated that the accused broke the lock, came on a two-wheeler, took gold ornaments, took cash, took a vehicle, took only selected valuables, appear to have picked the target by chance, left no sign of tools, made no attempt to avoid identification, targeted an apartment and fled on a two-wheeler. Enquiries with nearby residents are in progress. It had been raining heavily that evening."
MH-THA-05/0036/2023,Thane,MH-THA-05,HOUSE BREAKING,05/06/2023 06:12,05/06/2023 08:06,06/06/2023 17:19,ONE,CROWBAR,,RECCE DONE,GOLD ORNAMENTS;CASH;VEHICLE,TWO WHEELER,TWO WHEELER,MAIN DOOR,DUPLICATE KEY,ROW HOUSE,LOCKED - OWNER OUT,SELECTIVE,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Thane between 05/06/2023 06:12 and 05/06/2023 08:06. It is stated that the accused targeted a row house, took gold ornaments, took cash, took a vehicle, appear to have watched the place beforehand, used a crowbar, opened it with a duplicate key, came on a two-wheeler, struck while the occupants were out, took only selected valuables, got in through the door, acted alone and fled on a two-wheeler. Neighbours stated they did not hear anything unusual. The dog squad was summoned to the spot."
MH-KOL-08/0032/2023,Kolhapur,MH-KOL-08,HOUSE BREAKING,24/05/2023 08:26,02/06/2023 18:25,06/06/2023 17:56,ONE,NIL,NIL,CHANCE,GOLD ORNAMENTS;CASH,ON FOOT,,ROOF / TERRACE,DOOR FORCED,BUNGALOW,LOCKED - OUT OF STATION,RANSACKED,,,,,,,,,,"On receipt of information, it was learnt that a house burglary occurred in Kolhapur between 24/05/2023 08:26 and 02/06/2023 18:25. It is stated that the accused took gold ornaments, took cash, forced the door open, came on foot, appear to have picked the target by chance, acted alone, got in through the roof and left no sign of tools. The beat constable had passed the area about an hour earlier. The complainant does not suspect anyone."
